8229,1084,611,39,74,161,509,552,38
19481,2558,1321,218,96,221,974,796,158
13860,1656,653,95,66,148,799,502,172
9488,1163,586,32,68,116,512,390,29
6311,1023,396,30,20,52,369,232,92
8099,517,217,20,38,86,386,117,44
3725,390,190,16,6,32,323,72,26
4310,396,272,33,121,30,352,78,8
5994,681,462,23,63,52,379,268,106
10182,1058,611,24,40,81,438,195,82
13199,1639,941,54,48,111,661,303,72
16339,2168,1101,74,183,213,666,348,157
18799,2273,1499,146,178,147,866,527,80
13293,1692,939,85,111,133,702,393,98
19581,2721,1486,153,158,126,957,640,284
19532,3446,1179,79,108,161,929,650,212
19159,3091,2151,79,129,148,909,512,161
20936,2903,1532,110,109,154,872,465,103
13780,1611,1044,38,111,115,508,374,82
24232,2566,1251,67,73,112,986,589,145
22566,3422,1299,42,79,146,848,587,126
21320,3363,1849,196,103,128,860,688,98
20740,4315,2101,263,560,202,784,551,161
9899,2343,1081,56,281,109,432,166,48
