4833,853,270,22,34,54,262,249,18
13123,2229,608,40,36,130,471,452,26
11009,1977,438,31,126,85,442,465,32
8309,1401,534,16,32,20,526,333,12
6341,1094,451,12,20,84,443,363,18
4217,680,251,12,22,34,302,275,16
4976,549,131,2,20,36,345,235,6
2945,430,130,2,14,16,151,143,4
4060,510,282,7,52,60,266,152,16
6290,752,234,2,16,62,298,210,22
7894,1179,629,12,42,125,392,285,20
10175,1547,615,35,34,93,605,446,34
11708,1837,757,33,89,111,596,549,39
10144,1557,726,43,45,86,437,343,19
14528,2758,697,43,37,63,837,556,123
15963,3109,792,61,62,64,748,590,85
14625,2755,878,47,44,113,1092,571,109
14360,3101,917,63,46,76,723,491,86
11161,2221,649,31,134,46,527,1371,57
16310,3431,904,57,143,94,684,870,136
17068,3265,1099,54,104,75,700,780,88
19020,3668,955,58,61,127,2133,848,40
22871,4079,1110,62,95,127,1262,844,68
6352,1332,320,8,22,26,388,269,20
19471,3778,1191,46,78,124,895,841,104
16912,3006,1080,38,40,150,1209,865,84
14786,2888,720,20,48,108,989,819,112
11346,2141,509,46,146,41,699,473,72
8425,1549,399,10,34,60,515,294,50
6158,1270,235,14,14,20,414,195,14
4739,713,230,4,16,28,281,211,18
4495,578,210,0,18,20,228,252,81
6119,884,411,17,51,37,418,906,22
8248,1462,637,10,48,42,415,489,32
13590,2293,1181,24,88,84,763,4288,40
14367,2966,1311,37,90,148,944,1051,80
16035,2822,1181,33,49,67,1379,868,44
16207,3462,1504,23,73,96,925,882,52
17599,3957,1327,39,64,160,1130,947,106
18339,3284,1309,38,74,104,1118,1135,96
19472,4105,2848,46,91,62,1137,1090,36
18352,3607,1782,44,160,71,903,1898,27
20062,5245,1984,46,182,169,1055,1635,76
24328,5337,2153,75,205,251,1245,1512,77
10053,1942,758,16,60,143,556,561,30
10179,1977,823,40,96,83,417,793,36
25273,6294,5155,50,146,154,1331,1566,97
51846,8797,2724,102,108,156,1166,13150,154
27101,4461,2686,54,77,101,862,8617,121
45111,8336,2897,101,154,256,1521,9904,200
33807,6320,2347,78,102,219,1269,7034,151
22432,4581,1720,70,28,167,828,3972,102
14829,2458,1232,64,37,90,711,2358,34
10941,1769,380,20,30,83,621,2251,28
8290,1096,396,18,24,52,463,1651,14
8468,1110,391,12,22,44,585,1447,10
12454,1454,490,18,41,46,498,2582,48
16438,3258,615,30,30,56,741,2277,58
20636,3083,738,32,106,106,930,3025,78
25469,3990,863,50,92,299,1239,3271,64
26495,4206,1127,64,131,395,1593,2525,79
25285,4203,1099,62,134,252,1424,2537,60
25460,4206,1255,42,224,230,1517,2005,44
26463,3785,993,43,110,230,1286,1760,158
24220,4208,1207,44,90,157,1321,1566,97
23107,3685,1362,34,163,189,1352,1658,106
22500,3660,1286,59,148,156,1178,1747,160
21578,4097,1090,48,107,218,823,1334,86
22391,4810,1054,107,100,191,832,1034,52
23405,5175,930,86,150,164,931,1066,79
29918,5253,968,70,78,194,1121,1047,84
29493,6312,1139,147,80,274,2129,854,150
41490,7035,1013,133,118,165,9663,931,138
32901,5576,847,120,108,343,3393,914,119
26238,3766,1130,64,80,201,3053,562,112
16886,2679,832,32,79,186,2046,536,50
12360,1857,407,39,52,94,1627,357,20
9279,1366,280,12,56,106,1138,274,17
6560,931,167,10,27,72,827,200,9
6043,862,216,6,14,51,736,211,18
8835,1330,326,28,16,62,970,279,26
13160,1667,592,106,40,100,1630,635,30
1166,141,59,6,2,7,144,35,4
18510,2707,625,57,60,137,1658,443,19
24791,3900,793,58,207,176,2890,660,92
25746,3746,920,82,116,108,1975,609,291
26581,3854,885,92,55,174,1781,463,153
25071,3876,1051,58,126,183,1720,636,311
23218,3626,891,74,146,167,1676,395,345
22510,3749,754,55,85,140,1498,556,391
20545,3791,782,83,280,217,1313,610,235
22194,4423,1061,86,88,172,1326,549,555
21950,5391,1137,208,71,161,1494,599,546
22629,5150,1078,62,95,156,1419,792,231
22475,4649,850,64,92,178,1358,755,200
23753,4006,916,82,80,190,1194,418,221
24941,4309,735,194,34,200,1656,338,166
23443,4350,810,149,38,196,1830,533,108
19739,5414,748,124,37,154,1230,292,101
16800,5975,469,56,30,74,857,361,99
10158,1740,399,66,178,72,689,364,41
8020,1217,219,42,34,78,547,204,36
4163,606,131,6,26,26,345,133,22
5849,911,197,37,18,52,519,102,25
7455,1142,246,62,30,51,567,275,24
13712,2182,359,76,34,82,905,265,42
19923,3413,425,65,60,165,1298,515,131
19563,3770,440,81,34,98,970,419,54
29403,4669,1464,122,43,233,1752,621,116
18149,2555,769,48,22,100,1152,301,43
29229,4296,1013,96,52,120,1458,653,106
28222,4269,703,110,826,157,2133,519,70
26253,4783,861,60,86,104,1744,403,120
23776,5587,715,116,45,125,1230,445,52
22474,4237,696,56,94,155,1247,575,51
21970,4773,690,38,49,190,1144,362,51
22094,4262,1116,65,94,255,1355,517,44
18933,4722,846,58,95,234,986,562,49
18135,3496,834,90,64,144,955,358,49
18922,3491,839,76,40,179,799,558,42
18549,3850,733,48,76,142,2038,430,55
16303,3131,777,71,62,227,998,403,51
8188,1546,394,32,24,163,411,214,12
11537,1781,596,98,4,155,1232,263,41
8077,1454,299,50,12,92,493,200,26
6570,1103,252,40,10,62,437,146,4
5227,1012,183,28,12,53,361,137,8
4730,934,255,28,12,52,343,145,4
5261,1219,274,24,20,88,339,92,14
9665,1452,342,52,10,155,557,210,28
11373,1810,547,45,16,119,592,278,16
15833,2839,779,36,10,197,771,3448,56
10331,1573,423,38,8,92,1015,555,24
10112,1964,570,46,60,93,571,645,38
18369,3440,1208,76,32,550,937,1229,44
19652,4273,1103,93,50,1130,1278,1133,57
19361,4190,758,75,48,866,968,1153,92
22623,4140,1123,44,54,509,1644,1312,98
33803,5558,1408,67,76,354,1401,5860,104
39701,6164,1359,87,106,385,1632,7953,91
32530,4773,1433,100,193,256,1497,3851,98
27450,4013,1296,56,68,237,1106,2818,89
22906,3600,881,49,52,418,1543,1884,73
2910,455,123,14,10,83,247,296,2
19340,3350,844,38,34,583,1059,1284,50
18510,2656,815,40,36,432,903,1300,39
14143,2620,718,54,42,300,688,1401,40
11233,2117,425,37,23,327,587,801,26
9335,1504,295,36,16,198,628,795,10
7946,1146,201,4,15,247,545,804,12
6192,876,141,25,18,114,520,458,2
5282,875,173,24,4,125,558,281,18
4850,814,242,8,12,122,460,304,10
6960,1256,256,24,12,203,675,367,9
9480,1798,414,16,11,271,767,736,26
15410,2379,556,28,36,299,918,604,46
17733,3213,769,96,28,298,1001,780,36
19234,4544,767,62,33,391,1264,846,120
19392,4027,735,123,36,259,1102,819,127
18648,4150,761,80,54,578,1309,704,45
22680,3841,958,44,95,358,1335,579,79
21403,3837,1030,75,42,376,958,693,53
19961,3497,926,68,32,357,1096,651,51
16091,3641,820,52,58,269,731,637,71
17769,3695,869,62,62,255,893,555,64
15907,3402,1510,44,38,246,905,557,38
17895,3632,1261,40,33,331,2228,887,39
9603,1751,473,24,17,180,549,221,42
19279,3027,1070,67,114,253,933,767,80
6051,1041,352,14,18,77,216,256,33
15183,2449,867,27,132,192,724,1096,727
11211,2029,629,16,72,114,732,269,37
7437,1496,269,18,32,98,532,375,53
7068,1057,851,20,19,98,640,192,14
4779,1002,348,8,138,69,586,236,12
4073,982,209,6,12,74,478,204,17
7873,1520,356,21,34,52,690,196,14
9544,1743,1006,20,55,132,726,356,22
15456,2072,975,51,73,156,1121,567,52
14975,2572,1321,31,52,186,1069,417,34
17791,2938,1661,32,52,141,1002,859,57
18168,3037,1421,56,129,290,995,770,48
18361,2772,1327,54,87,181,1813,1075,67
17868,3653,1397,24,96,181,1077,1207,96
17602,3216,992,34,54,216,840,718,45
19524,3183,1105,74,63,178,1022,1126,91
19033,3159,1181,50,147,261,773,986,83
15140,3232,894,32,67,112,673,875,32
21265,3599,1161,59,78,127,1080,1020,73
22275,3552,1095,108,92,230,1043,1038,74
24067,3650,1360,103,98,397,1277,1182,36
22622,3330,1395,58,44,324,1426,1170,40
22067,3339,1007,65,64,416,1278,1057,28
21094,2643,784,53,80,255,937,718,43
15561,2207,734,34,55,226,707,410,24
12554,1781,558,40,18,147,738,370,8
9015,1183,349,42,34,94,642,210,10
6386,770,294,54,36,56,533,239,9
4804,607,143,42,6,32,423,171,6
4095,617,169,16,4,34,448,148,2
9644,1360,703,97,22,61,452,312,18
6763,775,223,38,8,57,453,203,18
12134,1979,665,158,15,105,557,358,29
14086,2242,686,91,25,81,710,499,15
17179,2949,889,127,54,126,1030,688,34
